,prdtypecode,target
1894,1920,9
1895,1280,3
1896,1920,9
1897,2220,22
1898,1560,7
1899,2280,1
1900,2403,10
1901,2582,6
1902,2403,10
1903,1940,25
1904,1160,16
1905,1920,9
1906,1320,20
1907,1140,11
1908,2403,10
1909,1180,13
1910,1301,26
1911,1280,3
1912,2060,17
1913,10,0
1914,2585,24
1915,2522,5
1916,1302,21
1917,2582,6
1918,1560,7
1919,1280,3
1920,2582,6
1921,1560,7
1922,2582,6
1923,1560,7
1924,2905,23
1925,2522,5
1926,2280,1
1927,2585,24
1928,1280,3
1929,2583,12
1930,1560,7
1931,1280,3
1932,1300,14
1933,2583,12
1934,1300,14
1935,2585,24
1936,2583,12
1937,1160,16
1938,2403,10
1939,2522,5
1940,2060,17
1941,2280,1
1942,2585,24
1943,2705,4
1944,1560,7
1945,2462,15
1946,1280,3
1947,1300,14
1948,1920,9
1949,1560,7
1950,2060,17
1951,2403,10
1952,2522,5
1953,2583,12
1954,2585,24
1955,2280,1
1956,2585,24
1957,1180,13
1958,1180,13
1959,1920,9
1960,2522,5
1961,1320,20
1962,1302,21
1963,10,0
1964,2583,12
1965,2705,4
1966,2280,1
1967,1560,7
1968,2582,6
1969,1140,11
1970,1280,3
1971,1180,13
1972,2060,17
1973,10,0
1974,1302,21
1975,1280,3
1976,2060,17
1977,40,18
1978,1940,25
1979,1300,14
1980,2403,10
1981,2403,10
1982,2403,10
1983,1281,8
1984,10,0
1985,2583,12
1986,2705,4
1987,2522,5
1988,40,18
1989,2583,12
1990,1560,7
1991,2705,4
1992,1280,3
1993,2582,6
1994,40,18
1995,1300,14
1996,1280,3
1997,2705,4
1998,1560,7
1999,2522,5
2000,1160,16
2001,2060,17
2002,10,0
2003,2403,10
2004,2522,5
2005,2522,5
2006,10,0
2007,1920,9
2008,2060,17
2009,2583,12
2010,2403,10
2011,2705,4
2012,1920,9
2013,1140,11
2014,1560,7
2015,1300,14
2016,2060,17
2017,2403,10
2018,2280,1
2019,2280,1
2020,2582,6
2021,1560,7
2022,1560,7
2023,1920,9
2024,2583,12
2025,2403,10
2026,1300,14
2027,1560,7
2028,1160,16
2029,2583,12
2030,2403,10
2031,2583,12
2032,1320,20
2033,1920,9
2034,1320,20
2035,1940,25
2036,2705,4
2037,2583,12
2038,1560,7
2039,2403,10
2040,2403,10
2041,2522,5
2042,2583,12
2043,1300,14
2044,2583,12
2045,2220,22
2046,2585,24
2047,10,0
2048,1300,14
2049,2582,6
2050,60,19
2051,1280,3
2052,2522,5
2053,2060,17
2054,2705,4
2055,2060,17
2056,40,18
2057,1560,7
2058,10,0
2059,1920,9
2060,1320,20
2061,50,2
2062,1160,16
2063,2060,17
2064,2060,17
2065,1280,3
2066,1140,11
2067,2582,6
2068,1560,7
2069,1300,14
2070,2585,24
2071,2582,6
2072,1180,13
2073,2585,24
2074,1300,14
2075,2060,17
2076,1160,16
2077,1320,20
2078,1920,9
2079,1920,9
2080,1560,7
2081,1920,9
2082,2522,5
2083,2280,1
2084,1920,9
2085,1300,14
2086,1302,21
2087,1280,3
2088,1301,26
2089,2060,17
2090,2522,5
2091,2280,1
2092,2060,17
2093,2060,17
2094,1560,7
2095,2403,10
2096,40,18
2097,2582,6
2098,1280,3
2099,1560,7
2100,1302,21
2101,1180,13
2102,40,18
2103,2582,6
2104,2583,12
2105,1560,7
2106,1920,9
2107,1280,3
2108,1160,16
2109,1280,3
2110,2583,12
2111,2403,10
2112,2403,10
2113,1560,7
2114,1300,14
2115,1560,7
2116,1300,14
2117,1280,3
2118,2522,5
2119,1560,7
2120,60,19
2121,1560,7
2122,2060,17
2123,1160,16
2124,1920,9
2125,1281,8
2126,2583,12
2127,1560,7
2128,2522,5
2129,1140,11
2130,2522,5
2131,2403,10
2132,40,18
2133,1920,9
2134,40,18
2135,1160,16
2136,2060,17
2137,1560,7
2138,2583,12
2139,2522,5
2140,1300,14
2141,1920,9
2142,2583,12
2143,1300,14
2144,2403,10
2145,10,0
2146,2585,24
2147,1160,16
2148,50,2
2149,1160,16
2150,1560,7
2151,1280,3
2152,2403,10
2153,2462,15
2154,2403,10
2155,1300,14
2156,2280,1
2157,1300,14
2158,10,0
2159,40,18
2160,2522,5
2161,1560,7
2162,2522,5
2163,2060,17
2164,1920,9
2165,2403,10
2166,2522,5
2167,2280,1
2168,2403,10
2169,1302,21
2170,2280,1
2171,2522,5
2172,50,2
2173,1280,3
2174,2522,5
2175,1160,16
2176,2280,1
2177,1302,21
2178,1940,25
2179,2522,5
2180,2583,12
2181,1302,21
2182,2403,10
2183,2462,15
2184,2522,5
2185,2705,4
2186,2585,24
2187,1560,7
2188,1300,14
2189,2060,17
2190,1320,20
2191,1302,21
2192,2583,12
2193,1301,26
2194,2583,12
2195,40,18
2196,2060,17
2197,2060,17
2198,2060,17
2199,2522,5
2200,1140,11
2201,2403,10
2202,1560,7
2203,2280,1
2204,1560,7
2205,2280,1
2206,1160,16
2207,2905,23
2208,1281,8
2209,2583,12
2210,1560,7
2211,2522,5
2212,2585,24
2213,1302,21
2214,2585,24
2215,2583,12
2216,2060,17
2217,1300,14
2218,2220,22
2219,1920,9
2220,2583,12
2221,1140,11
2222,1300,14
2223,2403,10
2224,1160,16
2225,40,18
2226,1300,14
2227,1160,16
2228,2705,4
2229,2583,12
2230,2585,24
2231,1280,3
2232,2582,6
2233,1140,11
2234,1300,14
2235,1302,21
2236,2583,12
2237,1320,20
2238,1301,26
2239,60,19
2240,2522,5
2241,2583,12
2242,50,2
2243,1160,16
2244,1300,14
2245,2585,24
2246,1140,11
2247,1280,3
2248,1920,9
2249,1920,9
2250,60,19
2251,10,0
2252,2905,23
2253,2583,12
2254,1920,9
2255,2403,10
2256,2905,23
2257,1560,7
2258,2705,4
2259,2060,17
2260,1920,9
2261,1300,14
2262,1280,3
2263,2583,12
2264,1560,7
2265,2583,12
2266,2522,5
2267,2583,12
2268,1160,16
2269,2583,12
2270,2060,17
2271,1320,20
2272,1920,9
2273,2582,6
2274,2522,5
2275,1920,9
2276,60,19
2277,40,18
2278,2705,4
2279,1280,3
2280,2060,17
2281,1560,7
2282,50,2
2283,2280,1
2284,2220,22
2285,1300,14
2286,2060,17
2287,2280,1
2288,1320,20
2289,40,18
2290,2280,1
2291,2582,6
2292,50,2
2293,1160,16
2294,1280,3
2295,1140,11
2296,2583,12
2297,1920,9
2298,2522,5
2299,1302,21
2300,1302,21
2301,2403,10
2302,2705,4
2303,2280,1
2304,1300,14
2305,1560,7
2306,2280,1
2307,2705,4
2308,1320,20
2309,10,0
2310,1920,9
2311,1300,14
2312,1560,7
2313,1320,20
2314,1160,16
2315,1920,9
2316,2905,23
2317,2060,17
2318,2905,23
2319,1300,14
2320,1160,16
2321,2905,23
2322,2280,1
2323,1920,9
2324,40,18
2325,1560,7
2326,2583,12
2327,2280,1
2328,40,18
2329,1300,14
2330,2522,5
2331,2060,17
2332,2220,22
2333,1281,8
2334,10,0
2335,1560,7
2336,2585,24
2337,2060,17
2338,2403,10
2339,1300,14
2340,2060,17
2341,1920,9
2342,1300,14
2343,2522,5
2344,1140,11
2345,2060,17
2346,1320,20
2347,1160,16
2348,2220,22
2349,10,0
2350,1302,21
2351,1300,14
2352,2403,10
2353,1560,7
2354,2522,5
2355,2060,17
2356,2522,5
2357,2522,5
2358,1280,3
2359,2522,5
2360,2583,12
2361,1302,21
2362,1560,7
2363,1940,25
2364,2220,22
2365,10,0
2366,1281,8
2367,2583,12
2368,2060,17
2369,2583,12
2370,2522,5
2371,2522,5
2372,1300,14
2373,2905,23
2374,2583,12
2375,2583,12
2376,1302,21
2377,1560,7
2378,1560,7
2379,1940,25
2380,1140,11
2381,1160,16
2382,2060,17
2383,2583,12
2384,40,18
2385,2522,5
2386,2582,6
2387,10,0
2388,40,18
2389,40,18
2390,1280,3
2391,2403,10
2392,2280,1
2393,2583,12
2394,2582,6
2395,2522,5
2396,1180,13
2397,2403,10
2398,40,18
2399,2060,17
2400,1320,20
2401,1320,20
2402,2462,15
2403,1920,9
2404,1302,21
2405,1160,16
2406,2522,5
2407,2705,4
2408,2280,1
2409,1560,7
2410,2583,12
2411,1280,3
2412,1280,3
2413,1560,7
2414,1320,20
2415,2060,17
2416,1140,11
2417,10,0
2418,2583,12
2419,1920,9
2420,1560,7
2421,10,0
2422,2403,10
2423,60,19
2424,2280,1
2425,1560,7
2426,10,0
2427,1160,16
2428,2522,5
2429,2522,5
2430,2522,5
2431,1280,3
2432,1300,14
2433,2403,10
2434,2403,10
2435,1302,21
2436,1940,25
2437,2403,10
2438,2060,17
2439,1302,21
2440,1560,7
2441,1920,9
2442,2060,17
2443,2060,17
2444,2583,12
2445,1940,25
2446,1280,3
2447,1920,9
2448,2280,1
2449,1280,3
2450,1160,16
2451,1920,9
2452,1920,9
2453,2462,15
2454,1300,14
2455,2403,10
2456,1140,11
2457,1160,16
2458,2280,1
2459,2060,17
2460,2583,12
2461,1320,20
2462,1320,20
2463,1560,7
2464,1560,7
2465,1301,26
2466,2705,4
2467,40,18
2468,2522,5
2469,2583,12
2470,1300,14
2471,1560,7
2472,1302,21
2473,2705,4
2474,1300,14
2475,2280,1
2476,1920,9
2477,2583,12
2478,1302,21
2479,1302,21
2480,1281,8
2481,2220,22
2482,1140,11
2483,1302,21
2484,1300,14
2485,2583,12
2486,2583,12
2487,40,18
2488,40,18
2489,1920,9
2490,2583,12
2491,1300,14
2492,2583,12
2493,1300,14
2494,2060,17
2495,1940,25
2496,1140,11
2497,1560,7
2498,2705,4
2499,1160,16
2500,1920,9
2501,2705,4
2502,1160,16
2503,1320,20
2504,2582,6
2505,1302,21
2506,2583,12
2507,2583,12
2508,2220,22
2509,50,2
2510,2585,24
2511,1560,7
2512,40,18
2513,2280,1
2514,1302,21
2515,2280,1
2516,2522,5
2517,2403,10
2518,1920,9
2519,2280,1
2520,2403,10
2521,2403,10
2522,2582,6
2523,2280,1
2524,2403,10
2525,1280,3
2526,2583,12
2527,2403,10
2528,2585,24
2529,1160,16
2530,1920,9
2531,2220,22
2532,2585,24
2533,2583,12
2534,1280,3
2535,1301,26
2536,40,18
2537,1280,3
2538,1300,14
2539,2583,12
2540,1320,20
2541,2522,5
2542,1180,13
2543,1300,14
2544,2403,10
2545,1160,16
2546,1920,9
2547,1140,11
2548,1280,3
2549,2583,12
2550,2583,12
2551,1160,16
2552,50,2
2553,2060,17
2554,2522,5
2555,2060,17
2556,1320,20
2557,50,2
2558,1180,13
2559,1160,16
2560,1302,21
2561,40,18
2562,10,0
2563,1560,7
2564,1300,14
2565,2705,4
2566,2403,10
2567,1320,20
2568,2522,5
2569,1300,14
2570,2403,10
2571,1320,20
2572,1300,14
2573,40,18
2574,1300,14
2575,2705,4
2576,1280,3
2577,1300,14
2578,2403,10
2579,1301,26
2580,2583,12
2581,2280,1
2582,2583,12
2583,1160,16
2584,1560,7
2585,2585,24
2586,2585,24
2587,60,19
2588,1281,8
2589,2585,24
2590,10,0
2591,1300,14
2592,2522,5
2593,50,2
2594,2280,1
2595,1560,7
2596,2522,5
2597,2583,12
2598,2583,12
2599,2280,1
2600,2583,12
2601,2582,6
2602,1300,14
2603,1300,14
2604,2583,12
2605,50,2
2606,2403,10
2607,2583,12
2608,40,18
2609,1140,11
2610,1140,11
2611,2403,10
2612,2705,4
2613,1280,3
2614,1280,3
2615,2582,6
2616,1140,11
2617,1302,21
2618,2220,22
2619,2583,12
2620,2583,12
2621,1140,11
2622,2280,1
2623,1300,14
2624,1940,25
2625,40,18
2626,2583,12
2627,2403,10
2628,2060,17
2629,2585,24
2630,2403,10
2631,1320,20
2632,1320,20
2633,2060,17
2634,2583,12
2635,1302,21
2636,1280,3
2637,1560,7
2638,50,2
2639,1940,25
2640,1300,14
2641,2583,12
2642,1280,3
2643,1280,3
2644,2583,12
2645,1281,8
2646,2582,6
2647,1560,7
2648,2582,6
2649,40,18
2650,2060,17
2651,60,19
2652,1280,3
2653,1320,20
2654,1920,9
2655,2060,17
2656,2403,10
2657,1280,3
2658,2522,5
2659,2585,24
2660,2582,6
2661,1140,11
2662,1280,3
2663,1560,7
2664,10,0
2665,2462,15
2666,2403,10
2667,1280,3
2668,1280,3
2669,2583,12
2670,10,0
2671,1160,16
2672,1280,3
2673,1320,20
2674,2583,12
2675,1302,21
2676,1300,14
2677,1320,20
2678,2522,5
2679,2522,5
2680,1281,8
2681,1300,14
2682,2060,17
2683,1300,14
2684,2522,5
2685,2705,4
2686,1281,8
2687,2403,10
2688,1320,20
2689,1280,3
2690,2522,5
2691,2582,6
2692,2522,5
2693,1160,16
2694,2583,12
2695,1300,14
2696,2585,24
2697,1180,13
2698,1920,9
2699,2280,1
2700,2583,12
2701,1280,3
2702,1140,11
2703,1560,7
2704,1300,14
2705,2403,10
2706,2583,12
2707,2280,1
2708,1320,20
2709,2583,12
2710,2280,1
2711,1280,3
2712,1300,14
2713,1180,13
2714,1160,16
2715,1160,16
2716,2583,12
2717,2585,24
2718,2522,5
2719,1180,13
2720,2060,17
2721,2583,12
2722,2905,23
2723,1300,14
2724,2583,12
2725,2403,10
2726,2462,15
2727,2462,15
2728,10,0
2729,2583,12
2730,2522,5
2731,2220,22
2732,1300,14
2733,2583,12
2734,2280,1
2735,1920,9
2736,1302,21
2737,1281,8
2738,2705,4
2739,1281,8
2740,2705,4
2741,40,18
2742,2582,6
2743,1280,3
2744,2583,12
2745,40,18
2746,2060,17
2747,2280,1
2748,2522,5
2749,1300,14
2750,10,0
2751,1302,21
2752,2582,6
2753,40,18
2754,1140,11
2755,40,18
2756,2522,5
2757,2705,4
2758,1140,11
2759,2585,24
2760,1302,21
2761,2705,4
2762,1920,9
2763,1920,9
2764,60,19
2765,60,19
2766,2522,5
2767,1140,11
2768,2522,5
2769,2583,12
2770,2583,12
2771,2462,15
2772,2905,23
2773,2583,12
2774,1280,3
2775,1280,3
2776,2905,23
2777,2403,10
2778,2220,22
2779,2583,12
2780,2582,6
2781,1140,11
2782,40,18
2783,2280,1
2784,2583,12
2785,2403,10
2786,2060,17
2787,50,2
2788,2583,12
2789,2462,15
2790,1300,14
2791,1560,7
2792,10,0
2793,2583,12
2794,2583,12
2795,1281,8
2796,1920,9
2797,1160,16
2798,2403,10
2799,2060,17
2800,2585,24
2801,1301,26
2802,1160,16
2803,1560,7
2804,1280,3
2805,1140,11
2806,2462,15
2807,1280,3
2808,1140,11
2809,2705,4
2810,2582,6
2811,1280,3
2812,1560,7
2813,40,18
2814,2280,1
2815,2060,17
2816,1920,9
2817,2583,12
2818,2462,15
2819,2585,24
2820,2583,12
2821,1160,16
2822,1560,7
2823,2060,17
2824,2583,12
2825,10,0
2826,2583,12
2827,1281,8
2828,1920,9
2829,1300,14
2830,50,2
2831,2582,6
2832,2060,17
2833,2403,10
2834,1320,20
2835,1920,9
2836,2462,15
2837,2060,17
2838,2583,12
2839,2403,10
2840,1160,16
2841,2280,1
2842,1280,3
2843,1300,14
2844,1160,16
2845,2905,23
2846,1160,16
2847,1940,25
2848,1301,26
2849,1302,21
2850,2582,6
2851,1280,3
2852,1160,16
2853,1160,16
2854,1302,21
2855,2583,12
2856,10,0
2857,2582,6
2858,2583,12
2859,2060,17
2860,1280,3
2861,2060,17
2862,1320,20
2863,1302,21
2864,2522,5
2865,2060,17
2866,1302,21
2867,2522,5
2868,1160,16
2869,2403,10
2870,2585,24
2871,1140,11
2872,1300,14
2873,2583,12
2874,2462,15
2875,2583,12
2876,2403,10
2877,60,19
2878,2583,12
2879,1281,8
2880,40,18
2881,1281,8
2882,2280,1
2883,10,0
2884,1160,16
2885,1320,20
2886,2280,1
2887,10,0
2888,1280,3
2889,2522,5
2890,1160,16
2891,2585,24
2892,1560,7
2893,1160,16
2894,2280,1
2895,1300,14
2896,10,0
2897,2583,12
2898,2583,12
2899,1320,20
2900,1920,9
2901,1140,11
2902,2403,10
2903,2403,10
2904,2583,12
2905,1302,21
2906,2280,1
2907,2583,12
2908,2060,17
2909,2060,17
2910,2060,17
2911,2280,1
2912,2403,10
2913,1140,11
2914,1320,20
2915,2583,12
2916,1320,20
2917,1280,3
2918,2705,4
2919,2582,6
2920,10,0
2921,2583,12
2922,2582,6
2923,1302,21
2924,2583,12
2925,50,2
2926,2403,10
2927,50,2
2928,1300,14
2929,2583,12
2930,40,18
2931,2462,15
2932,1920,9
2933,1302,21
2934,10,0
2935,1920,9
2936,2585,24
2937,2280,1
2938,2522,5
2939,1920,9
2940,2403,10
2941,2060,17
2942,2585,24
2943,2582,6
2944,2585,24
2945,1300,14
2946,2403,10
2947,50,2
2948,1160,16
2949,2280,1
2950,1281,8
2951,2280,1
2952,2403,10
2953,1301,26
2954,50,2
2955,1320,20
2956,2060,17
2957,1280,3
2958,50,2
2959,1280,3
2960,1920,9
2961,1160,16
2962,2060,17
2963,40,18
2964,2060,17
2965,1160,16
2966,1320,20
2967,2583,12
2968,2462,15
2969,2583,12
2970,60,19
2971,2585,24
2972,10,0
2973,2583,12
2974,2280,1
2975,2582,6
2976,2583,12
2977,2583,12
2978,2280,1
2979,2583,12
2980,1302,21
2981,1560,7
2982,10,0
2983,1160,16
2984,1280,3
2985,2705,4
2986,2280,1
2987,2403,10
2988,2583,12
2989,1140,11
2990,2705,4
2991,1140,11
2992,2583,12
2993,1280,3
2994,1140,11
2995,10,0
2996,2582,6
2997,2585,24
2998,1281,8
2999,2060,17
3000,2522,5
3001,2060,17
3002,1302,21
3003,2583,12
3004,1920,9
3005,1300,14
3006,1140,11
3007,1301,26
3008,2585,24
3009,1320,20
3010,1320,20
3011,2583,12
3012,1560,7
3013,2583,12
3014,1160,16
3015,1160,16
3016,2060,17
3017,2585,24
3018,40,18
3019,2583,12
3020,2582,6
3021,1560,7
3022,1160,16
3023,2403,10
3024,10,0
3025,2585,24
3026,1300,14
3027,1320,20
3028,2280,1
3029,2462,15
3030,2583,12
3031,1320,20
3032,10,0
3033,1302,21
3034,1920,9
3035,40,18
3036,10,0
3037,2583,12
3038,2583,12
3039,1160,16
3040,2705,4
3041,2280,1
3042,1560,7
3043,1920,9
3044,1280,3
3045,1560,7
3046,2583,12
3047,60,19
3048,60,19
3049,1560,7
3050,2583,12
3051,2522,5
3052,2280,1
3053,1560,7
3054,1140,11
3055,2280,1
3056,1302,21
3057,1160,16
3058,1320,20
3059,1560,7
3060,1302,21
3061,1560,7
3062,1280,3
3063,10,0
3064,2583,12
3065,2583,12
3066,1280,3
3067,2705,4
3068,2585,24
3069,2280,1
3070,2583,12
3071,1940,25
3072,1920,9
3073,10,0
3074,2060,17
3075,2403,10
3076,50,2
3077,1560,7
3078,2522,5
3079,1940,25
3080,1300,14
3081,2583,12
3082,2583,12
3083,2583,12
3084,1560,7
3085,1320,20
3086,2060,17
3087,1940,25
3088,2403,10
3089,2060,17
3090,2583,12
3091,2522,5
3092,2583,12
3093,2583,12
3094,1920,9
3095,2583,12
3096,10,0
3097,1560,7
3098,2583,12
3099,2060,17
3100,2905,23
3101,1920,9
3102,2583,12
3103,1281,8
3104,2060,17
3105,1140,11
3106,2522,5
3107,2705,4
3108,1300,14
3109,2583,12
3110,60,19
3111,1940,25
3112,2582,6
3113,1301,26
3114,1300,14
3115,1560,7
3116,1160,16
3117,2280,1
3118,2403,10
3119,1160,16
3120,1300,14
3121,50,2
3122,2280,1
3123,1281,8
3124,2583,12
3125,2522,5
3126,2583,12
3127,1920,9
3128,1560,7
3129,1560,7
3130,2060,17
3131,2585,24
3132,1281,8
3133,2583,12
3134,1560,7
3135,1300,14
3136,1180,13
3137,2522,5
3138,2582,6
3139,1920,9
3140,1160,16
3141,1302,21
3142,1281,8
3143,1140,11
3144,2060,17
3145,2280,1
3146,2462,15
3147,2060,17
3148,1920,9
3149,10,0
3150,1302,21
3151,2522,5
3152,1302,21
3153,2060,17
3154,1302,21
3155,2280,1
3156,1300,14
3157,1320,20
3158,1320,20
3159,1140,11
3160,1320,20
3161,40,18
3162,2462,15
3163,1160,16
3164,1300,14
3165,1180,13
3166,1302,21
3167,2583,12
3168,2280,1
3169,1280,3
3170,1920,9
3171,40,18
3172,2280,1
3173,50,2
3174,1560,7
3175,1302,21
3176,2403,10
3177,2582,6
3178,2582,6
3179,10,0
3180,2583,12
3181,2583,12
3182,1560,7
3183,1920,9
3184,2060,17
3185,1300,14
3186,10,0
3187,10,0
3188,2060,17
3189,1920,9
3190,1280,3
3191,1920,9
3192,1920,9
3193,1160,16
3194,2522,5
3195,2582,6
3196,2462,15
3197,2522,5
3198,2705,4
3199,2583,12
3200,2403,10
3201,1300,14
3202,2705,4
3203,2583,12
3204,1160,16
3205,2583,12
3206,2280,1
3207,1140,11
3208,1160,16
3209,2220,22
3210,2060,17
3211,1301,26
3212,2403,10
3213,2582,6
3214,1300,14
3215,1160,16
3216,40,18
3217,2280,1
3218,1320,20
3219,1920,9
3220,2583,12
3221,10,0
3222,2705,4
3223,2280,1
3224,1300,14
3225,1160,16
3226,1280,3
3227,1320,20
3228,2280,1
3229,40,18
3230,2403,10
3231,40,18
3232,2583,12
3233,1560,7
3234,2280,1
3235,40,18
3236,1302,21
3237,2522,5
3238,1560,7
3239,2705,4
3240,2705,4
3241,2280,1
3242,2060,17
3243,1560,7
3244,2583,12
3245,1300,14
3246,2583,12
3247,40,18
3248,2522,5
3249,2060,17
3250,1140,11
3251,50,2
3252,2905,23
3253,2280,1
3254,1560,7
3255,2403,10
3256,1160,16
3257,2462,15
3258,1920,9
3259,2060,17
3260,1300,14
3261,10,0
3262,2060,17
3263,2583,12
3264,1320,20
3265,2522,5
3266,1281,8
3267,40,18
3268,40,18
3269,2403,10
3270,1280,3
3271,2403,10
3272,2582,6
3273,2583,12
3274,2060,17
3275,2060,17
3276,1280,3
3277,2582,6
3278,2280,1
3279,2583,12
3280,2583,12
3281,10,0
3282,2060,17
3283,1160,16
3284,2583,12
3285,2403,10
3286,2583,12
3287,1300,14
3288,2583,12
3289,2403,10
3290,1300,14
3291,1560,7
3292,2462,15
3293,1920,9
3294,2582,6
3295,1320,20
3296,2280,1
3297,2585,24
3298,10,0
3299,1280,3
3300,10,0
3301,1920,9
3302,2280,1
3303,10,0
3304,1920,9
3305,2280,1
3306,1300,14
3307,2705,4
3308,2060,17
3309,1560,7
3310,60,19
3311,40,18
3312,2585,24
3313,2522,5
3314,1300,14
3315,1280,3
3316,2705,4
3317,2403,10
3318,1300,14
3319,2403,10
3320,40,18
3321,1920,9
3322,2705,4
3323,2403,10
3324,1180,13
3325,2585,24
3326,40,18
3327,1300,14
3328,1300,14
3329,1560,7
3330,2280,1
3331,1140,11
3332,1560,7
3333,2280,1
3334,2583,12
3335,2060,17
3336,2583,12
3337,2583,12
3338,10,0
3339,2280,1
3340,2280,1
3341,2522,5
3342,1280,3
3343,1301,26
3344,1320,20
3345,50,2
3346,2583,12
3347,2280,1
3348,1320,20
3349,2522,5
3350,2585,24
3351,2403,10
3352,1560,7
3353,2280,1
3354,2582,6
3355,2583,12
3356,1180,13
3357,1560,7
3358,1560,7
3359,2280,1
3360,2583,12
3361,2462,15
3362,2583,12
3363,1920,9
3364,1280,3
3365,2583,12
3366,1160,16
3367,2583,12
3368,1140,11
3369,2583,12
3370,2582,6
3371,1300,14
3372,2582,6
3373,2060,17
3374,1920,9
3375,2905,23
3376,2522,5
3377,2522,5
3378,1140,11
3379,1302,21
3380,2280,1
3381,2522,5
3382,2060,17
3383,1280,3
3384,40,18
3385,1920,9
3386,50,2
3387,1320,20
3388,1160,16
3389,40,18
3390,1300,14
3391,1920,9
3392,1560,7
3393,1281,8
3394,2583,12
3395,50,2
3396,1300,14
3397,2280,1
3398,60,19
3399,1140,11
3400,1160,16
3401,2403,10
3402,1160,16
3403,2280,1
3404,2280,1
3405,1280,3
3406,2280,1
3407,1300,14
3408,1160,16
3409,1180,13
3410,2522,5
3411,2280,1
3412,1560,7
3413,2583,12
3414,1920,9
3415,2060,17
3416,2403,10
3417,1560,7
3418,2462,15
3419,2522,5
3420,2583,12
3421,2583,12
3422,1140,11
3423,2403,10
3424,1300,14
3425,1281,8
3426,1920,9
3427,2583,12
3428,1301,26
3429,2522,5
3430,1302,21
3431,40,18
3432,2060,17
3433,2585,24
3434,2705,4
3435,2280,1
3436,2403,10
3437,2220,22
3438,2583,12
3439,1320,20
3440,1320,20
3441,1300,14
3442,1300,14
3443,2905,23
3444,2583,12
3445,2583,12
3446,2522,5
3447,1140,11
3448,2583,12
3449,1560,7
3450,10,0
3451,2280,1
3452,40,18
3453,1280,3
3454,1280,3
3455,2060,17
3456,1280,3
3457,2583,12
3458,1302,21
3459,1302,21
3460,1940,25
3461,2705,4
3462,2462,15
3463,1140,11
3464,2280,1
3465,1920,9
3466,50,2
3467,2583,12
3468,1320,20
3469,50,2
3470,10,0
3471,60,19
3472,2522,5
3473,10,0
3474,1920,9
3475,2585,24
3476,1280,3
3477,1300,14
3478,1302,21
3479,1920,9
3480,2280,1
3481,1302,21
3482,1920,9
3483,2582,6
3484,2585,24
3485,1560,7
3486,1301,26
3487,2582,6
3488,1281,8
3489,2060,17
3490,1320,20
3491,2280,1
3492,1320,20
3493,2060,17
3494,1140,11
3495,1320,20
3496,40,18
3497,10,0
3498,2462,15
3499,2583,12
3500,2583,12
3501,40,18
3502,2522,5
3503,2582,6
3504,1940,25
3505,2522,5
3506,2403,10
3507,1280,3
3508,1940,25
3509,1920,9
3510,1140,11
3511,1560,7
3512,50,2
3513,2705,4
3514,1302,21
3515,1560,7
3516,2522,5
3517,2583,12
3518,2060,17
3519,2705,4
3520,1300,14
3521,1302,21
3522,1280,3
3523,1320,20
3524,2522,5
3525,1302,21
3526,10,0
3527,1302,21
3528,10,0
3529,1560,7
3530,1920,9
3531,1302,21
3532,2060,17
3533,2583,12
3534,1160,16
3535,60,19
3536,2583,12
3537,1280,3
3538,2583,12
3539,1280,3
3540,1281,8
3541,2583,12
3542,1280,3
3543,1320,20
3544,40,18
3545,1320,20
3546,2060,17
3547,10,0
3548,1320,20
3549,2583,12
3550,10,0
3551,1160,16
3552,1560,7
3553,2403,10
3554,1281,8
3555,10,0
3556,1940,25
3557,1280,3
3558,1280,3
3559,1560,7
3560,1140,11
3561,1300,14
3562,2403,10
3563,2583,12
3564,2403,10
3565,2582,6
3566,1560,7
3567,2060,17
3568,2522,5
3569,2522,5
3570,60,19
3571,1280,3
3572,2583,12
3573,1920,9
3574,1320,20
3575,2583,12
3576,2280,1
3577,2583,12
3578,2220,22
3579,2280,1
3580,1920,9
3581,2585,24
3582,1280,3
3583,2403,10
3584,1560,7
3585,10,0
3586,2060,17
3587,1300,14
3588,2585,24
3589,1302,21
3590,2582,6
3591,40,18
3592,40,18
3593,1140,11
3594,1320,20
3595,2220,22
3596,1300,14
3597,1300,14
3598,1560,7
3599,2583,12
3600,1300,14
3601,1920,9
3602,2522,5
3603,2522,5
3604,2522,5
3605,1560,7
3606,2462,15
3607,10,0
3608,1320,20
3609,1180,13
3610,1140,11
3611,2522,5
3612,2060,17
3613,2585,24
3614,2583,12
3615,2583,12
3616,1300,14
3617,50,2
3618,1920,9
3619,40,18
3620,1280,3
3621,1300,14
3622,1302,21
3623,1560,7
3624,1140,11
3625,2583,12
3626,1320,20
3627,2280,1
3628,2583,12
3629,1560,7
3630,2060,17
3631,2583,12
3632,2522,5
3633,10,0
3634,1560,7
3635,1560,7
3636,2585,24
3637,2705,4
3638,1560,7
3639,40,18
3640,2583,12
3641,50,2
3642,2060,17
3643,1281,8
3644,2462,15
3645,2583,12
3646,1140,11
3647,2403,10
3648,2583,12
3649,2705,4
3650,2403,10
3651,2462,15
3652,40,18
3653,2583,12
3654,1300,14
3655,2280,1
3656,50,2
3657,1300,14
3658,1560,7
3659,1280,3
3660,1300,14
3661,2585,24
3662,2585,24
3663,1920,9
3664,1280,3
